  -146.750,   -67.250,  1297.660
  -151.000,   -65.000,  1296.451
  -145.750,   -65.750,  1298.466
  -151.500,   -69.250,  1293.630
  -149.750,   -66.000,  1299.272
  -146.500,   -68.000,  1298.869
  -147.500,   -66.000,  1300.481
  -136.750,   -68.500,  1345.214
  -131.250,   -75.750,  1449.994
  -135.500,   -96.750,  1622.075
  -142.000,   -99.500,  1792.141
  -151.250,   -85.000,  1956.162
  -179.250,  -122.250,  2175.394
  -188.750,  -141.000,  2265.263
  -191.000,  -153.000,  2287.831
  -197.500,  -169.750,  2307.175
  -195.500,  -179.750,  2326.519
  -204.000,  -220.250,  2354.326
  -204.000,  -221.500,  2358.759
  -219.250,  -313.000,  2419.612
  -219.000,  -296.750,  2400.671
  -218.500,  -294.250,  2401.880
  -216.250,  -285.750,  2400.268
  -215.750,  -277.500,  2395.029
  -214.750,  -261.000,  2381.730
  -206.750,  -280.000,  2383.745
  -117.250,  -426.250,  2282.592
   -53.250,  -702.250,  2062.151
   -81.500, -1057.000,  2012.179
   -63.250, -1060.500,  2004.119
   -55.750, -1068.750,  1979.939
   -44.750, -1077.000,  1966.237
   -40.750, -1085.250,  1963.013
   -39.250, -1094.750,  1960.192
   -35.250, -1064.000,  1952.938
   -31.000, -1054.500,  1948.908
   -37.500, -1029.500,  1942.460
   -42.750, -1015.000,  1946.490
   -43.750, -1068.250,  1941.654
   -43.750, -1072.500,  1936.818
   -45.500, -1098.000,  1944.878
   -43.750, -1104.250,  1944.072
   -45.000, -1092.500,  1940.445
   -38.000, -1069.250,  1930.773
   -39.000, -1076.750,  1941.251
   -43.250, -1055.750,  1931.176
   -38.000, -1047.250,  1925.937
   -36.750, -1044.000,  1927.952
   -44.750,  -992.250,  1924.728
   -47.000,  -960.500,  1927.952
   -51.500, -1008.750,  1935.206
   -48.500, -1012.500,  1942.863
   -52.750, -1000.750,  1934.803
   -53.750, -1014.750,  1945.281
   -47.250, -1028.750,  1951.729
   -46.000, -1034.250,  1946.893
   -46.750, -1059.750,  1953.744
   -52.750, -1086.500,  1961.804
   -51.500, -1099.500,  1958.983
   -38.000, -1111.000,  1963.819
   -34.750, -1079.000,  1949.714
   -37.000, -1071.750,  1948.102
   -35.750, -1068.500,  1943.669
   -36.500, -1052.750,  1945.281
   -36.250, -1013.500,  1933.191
   -41.500,  -999.750,  1941.251
   -46.000,  -979.750,  1929.564
   -47.500, -1022.500,  1936.415
   -45.750, -1035.000,  1927.952
   -48.500, -1024.000,  1937.221
   -50.500, -1063.750,  1944.475
   -46.500, -1059.000,  1936.818
   -49.250, -1063.500,  1936.415
   -52.500, -1121.000,  1933.191
   -45.000, -1131.000,  1933.594
   -38.250, -1034.500,  1926.340
   -44.250, -1027.750,  1923.922
   -36.000,  -998.750,  1917.474
   -36.750,  -964.250,  1907.399
   -46.750,  -975.250,  1910.623
   -50.750, -1000.750,  1918.280
   -43.000,  -953.000,  1905.384
   -53.750,  -986.000,  1915.862
   -48.000,  -996.250,  1908.608
   -54.500, -1041.750,  1926.340
   -54.250, -1095.250,  1928.355
   -45.750, -1089.500,  1919.489
   -42.750,  -990.000,  1909.817
   -45.250, -1008.750,  1919.086
   -42.750,  -974.250,  1911.832
   -40.250,  -942.250,  1910.220
   -48.500,  -939.250,  1909.414
   -52.250,  -919.750,  1898.936
   -58.250,  -914.000,  1899.742
   -59.750,  -925.750,  1903.369
   -57.000,  -890.250,  1895.309
   -56.500,  -900.500,  1900.145
   -63.000,  -976.500,  1911.429
   -63.000, -1045.500,  1927.549
   -42.250, -1003.500,  1919.086
   -45.000,  -954.000,  1906.190
   -44.750,  -942.000,  1900.548
   -44.000,  -915.250,  1892.488
   -46.750,  -923.000,  1893.294
   -46.500,  -898.750,  1886.040
   -51.250,  -859.250,  1866.696
   -50.750,  -820.000,  1859.845
   -56.250,  -788.000,  1857.427
   -60.250,  -812.250,  1857.427
   -60.500,  -837.500,  1863.069
   -69.750,  -880.500,  1884.025
   -57.250,  -897.750,  1884.025
   -53.000,  -894.250,  1889.667
   -57.000,  -872.250,  1881.607
   -59.250,  -846.250,  1878.786
   -61.500,  -834.250,  1884.025
   -60.500,  -827.750,  1872.338
   -61.500,  -832.750,  1877.174
   -60.250,  -846.750,  1873.950
   -57.750,  -812.000,  1871.129
   -62.250,  -847.000,  1872.338
   -59.500,  -840.000,  1872.338
   -59.500,  -843.250,  1874.756
   -62.000,  -830.250,  1867.502
   -56.000,  -835.750,  1867.099
   -61.750,  -833.250,  1857.830
   -61.500,  -826.500,  1859.845
   -65.500,  -813.250,  1855.009
   -59.750,  -809.250,  1853.397
   -66.750,  -839.750,  1870.726
   -54.000,  -821.750,  1869.920
   -52.000,  -834.500,  1867.905
   -58.500,  -836.250,  1868.711
   -54.250,  -827.000,  1860.651
   -52.000,  -801.250,  1858.636
   -57.750,  -761.750,  1844.531
   -62.750,  -768.750,  1843.322
   -72.250,  -783.000,  1852.994
   -68.000,  -821.500,  1856.218
